customer_id,acquisition_date,acquisition_channel,platform,campaign_name,ad_set_name,ad_name,age_band,gender,hk_district,language_pref,plan_type,plan_category,monthly_arpu_hkd,contract_months,cross_sell_broadband,cross_sell_entertainment,cross_sell_device_financing,monthly_total_revenue_hkd,status,months_active,churn_date,realized_revenue_hkd,projected_ltv_24mo_hkd
CUST100101,2025-11-10,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,18-24,female,Sai Kung,Cantonese,5G_Family_2Line,subscription,388,24,Y,N,Y,836,active,5,,4180,26083.0
CUST100102,2025-11-14,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,25-34,male,North,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,active,5,,990,3802.0
CUST100103,2025-11-01,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,18-24,male,Sai Kung,Cantonese,5G_Family_2Line,subscription,388,24,Y,N,N,586,churned,3,2026-01-30,1758,1758
CUST100104,2025-11-10,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,18-24,male,Yau Tsim Mong,Cantonese,5G_Family_2Line,subscription,388,24,Y,N,N,586,churned,2,2026-01-09,1172,1172
CUST100105,2025-11-14,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,18-24,male,Tai Po,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,active,5,,990,3802.0
CUST100106,2025-11-08,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,35-44,female,Southern,Cantonese,5G_Single_Premium,subscription,488,24,N,N,Y,738,active,5,,3690,23026.0
CUST100107,2025-11-04,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,male,Kwai Tsing,Cantonese,5G_Family_2Line,subscription,388,24,N,Y,N,466,active,5,,2330,14539.0
CUST100108,2025-11-12,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,25-34,female,Tai Po,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,active,5,,990,3802.0
CUST100109,2025-11-05,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,male,North,English,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100110,2025-11-05,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,35-44,male,Wong Tai Sin,English,5G_Single_Standard,subscription,298,24,N,Y,N,376,churned,2,2026-01-04,752,752
CUST100111,2025-11-12,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,18-24,male,Islands,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,active,5,,990,3802.0
CUST100112,2025-11-12,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,18-24,male,Eastern,Cantonese,5G_Family_4Line,subscription,588,24,N,N,N,588,churned,1,2025-12-12,588,588
CUST100113,2025-11-01,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,25-34,female,Wan Chai,English,5G_Family_2Line,subscription,388,24,N,Y,N,466,active,5,,2330,14539.0
CUST100114,2025-11-02,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,35-44,female,Yuen Long,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,churned,1,2025-12-02,198,198
CUST100115,2025-11-01,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,35-44,male,Southern,Cantonese,5G_Family_4Line,subscription,588,24,N,N,N,588,active,5,,2940,18346.0
CUST100116,2025-11-11,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,18-24,male,Tuen Mun,Mandarin,5G_Single_Premium,subscription,488,24,N,N,Y,738,active,5,,3690,23026.0
CUST100117,2025-11-10,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,35-44,male,Southern,Cantonese,5G_Single_Basic,subscription,198,12,N,Y,N,276,active,5,,1380,5299.0
CUST100118,2025-11-09,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,25-34,male,Wan Chai,Cantonese,5G_Single_Basic,subscription,198,12,N,Y,N,276,active,5,,1380,5299.0
CUST100119,2025-11-08,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,35-44,male,Sham Shui Po,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,churned,2,2026-01-07,396,396
CUST100120,2025-11-08,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,45-54,male,Tsuen Wan,Cantonese,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100121,2025-11-07,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,25-34,male,Islands,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,active,5,,990,3802.0
CUST100122,2025-11-11,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,25-34,male,Tai Po,English,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100123,2025-11-03,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,25-34,female,Wong Tai Sin,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,churned,2,2026-01-02,396,396
CUST100124,2025-11-12,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,male,Southern,Cantonese,5G_Single_Premium,subscription,488,24,Y,N,N,686,active,5,,3430,21403.0
CUST100125,2025-11-04,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,45-54,male,Southern,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100126,2025-11-08,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,18-24,male,Yau Tsim Mong,Cantonese,5G_Family_4Line,subscription,588,24,N,N,N,588,active,5,,2940,18346.0
CUST100127,2025-11-01,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,35-44,male,Wong Tai Sin,English,5G_Single_Basic,subscription,198,12,N,N,N,198,active,5,,990,3802.0
CUST100128,2025-11-08,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,male,Sham Shui Po,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100129,2025-11-08,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,35-44,male,Sha Tin,Mandarin,5G_Family_4Line,subscription,588,24,N,N,Y,838,churned,3,2026-02-06,2514,2514
CUST100130,2025-11-09,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,25-34,male,Islands,Cantonese,5G_Single_Premium,subscription,488,24,N,Y,N,566,active,5,,2830,17659.0
CUST100131,2025-11-01,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,35-44,male,Sham Shui Po,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,active,5,,990,3802.0
CUST100132,2025-11-02,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,25-34,male,North,Mandarin,5G_Single_Basic,subscription,198,12,N,N,Y,448,active,5,,2240,8602.0
CUST100133,2025-11-11,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,female,Yuen Long,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,churned,1,2025-12-11,298,298
CUST100134,2025-11-13,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,18-24,male,North,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,active,5,,990,3802.0
CUST100135,2025-11-09,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,35-44,male,North,English,5G_Single_Basic,subscription,198,12,N,N,N,198,active,5,,990,3802.0
CUST100136,2025-11-13,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,female,Eastern,English,5G_Single_Basic,subscription,198,12,N,N,N,198,active,5,,990,3802.0
CUST100137,2025-11-05,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,male,Central & Western,English,5G_Single_Basic,subscription,198,12,N,N,N,198,churned,1,2025-12-05,198,198
CUST100138,2025-11-11,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,25-34,male,Kowloon City,Mandarin,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100139,2025-11-03,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,25-34,male,Kwai Tsing,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,active,5,,990,3802.0
CUST100140,2025-11-09,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,35-44,male,Yau Tsim Mong,Cantonese,5G_Family_2Line,subscription,388,24,N,N,N,388,active,5,,1940,12106.0
CUST100141,2025-11-08,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,male,Sham Shui Po,English,5G_Single_Basic,subscription,198,12,N,N,N,198,active,5,,990,3802.0
CUST100142,2025-11-10,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,male,Tuen Mun,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,churned,1,2025-12-10,198,198
CUST100143,2025-11-11,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,45-54,male,Wan Chai,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,active,5,,990,3802.0
CUST100144,2025-11-03,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,35-44,male,Kwai Tsing,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100145,2025-11-09,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,male,Sai Kung,Cantonese,5G_Family_2Line,subscription,388,24,N,N,N,388,churned,4,2026-03-09,1552,1552
CUST100146,2025-11-13,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,18-24,male,Wan Chai,Cantonese,5G_Family_2Line,subscription,388,24,N,N,N,388,active,5,,1940,12106.0
CUST100147,2025-11-07,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,18-24,male,Wan Chai,English,5G_Single_Basic,subscription,198,12,N,N,N,198,active,5,,990,3802.0
CUST100148,2025-11-10,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,18-24,male,Sham Shui Po,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,churned,1,2025-12-10,298,298
CUST100149,2025-11-07,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,35-44,male,Kwun Tong,English,5G_Single_Basic,subscription,198,12,N,N,N,198,churned,1,2025-12-07,198,198
CUST100150,2025-11-06,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,25-34,male,North,Cantonese,5G_Family_4Line,subscription,588,24,N,N,N,588,active,5,,2940,18346.0
CUST100151,2025-11-08,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,25-34,male,Sha Tin,Cantonese,5G_Family_2Line,subscription,388,24,N,N,N,388,churned,1,2025-12-08,388,388
CUST100152,2025-11-07,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,25-34,female,Kwun Tong,English,5G_Family_4Line,subscription,588,24,Y,Y,N,864,churned,2,2026-01-06,1728,1728
CUST100153,2025-11-01,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,25-34,male,Sha Tin,Cantonese,5G_Single_Standard,subscription,298,24,N,Y,N,376,active,5,,1880,11731.0
CUST100154,2025-11-05,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,18-24,female,Eastern,Cantonese,5G_Single_Basic,subscription,198,12,Y,N,N,396,active,5,,1980,7603.0
CUST100155,2025-11-10,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,35-44,male,Sha Tin,English,5G_Single_Premium,subscription,488,24,N,N,N,488,churned,1,2025-12-10,488,488
CUST100156,2025-11-06,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,male,Tsuen Wan,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,churned,3,2026-02-04,594,594
CUST100157,2025-11-14,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,45-54,male,Yuen Long,English,5G_Single_Basic,subscription,198,12,N,N,N,198,active,5,,990,3802.0
CUST100158,2025-11-04,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,female,Wan Chai,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,churned,2,2026-01-03,396,396
CUST100159,2025-11-05,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,35-44,male,Yuen Long,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,active,5,,990,3802.0
CUST100160,2025-11-04,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,18-24,male,Yuen Long,Cantonese,5G_Single_Standard,subscription,298,24,N,N,Y,548,churned,3,2026-02-02,1644,1644
CUST100161,2025-11-13,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,male,Kowloon City,Cantonese,5G_Family_2Line,subscription,388,24,N,N,N,388,churned,2,2026-01-12,776,776
CUST100162,2025-11-13,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,male,Sha Tin,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,churned,4,2026-03-13,792,792
CUST100163,2025-11-13,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,female,Sha Tin,Cantonese,5G_Family_2Line,subscription,388,24,N,Y,Y,716,churned,3,2026-02-11,2148,2148
CUST100164,2025-11-07,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,25-34,male,Sham Shui Po,Cantonese,5G_Family_2Line,subscription,388,24,Y,Y,N,664,churned,1,2025-12-07,664,664
CUST100165,2025-11-09,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,25-34,male,Eastern,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100166,2025-11-11,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,35-44,male,Wong Tai Sin,Cantonese,5G_Family_2Line,subscription,388,24,N,Y,N,466,active,5,,2330,14539.0
CUST100167,2025-11-06,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,25-34,female,Sha Tin,Cantonese,5G_Family_2Line,subscription,388,24,Y,N,N,586,churned,1,2025-12-06,586,586
CUST100168,2025-11-04,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,18-24,male,Tuen Mun,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,churned,2,2026-01-03,396,396
CUST100169,2025-11-13,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,25-34,female,Eastern,Mandarin,5G_Family_2Line,subscription,388,24,N,Y,N,466,active,5,,2330,14539.0
CUST100170,2025-11-12,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,25-34,female,Tsuen Wan,Cantonese,5G_Family_2Line,subscription,388,24,N,N,N,388,churned,1,2025-12-12,388,388
CUST100171,2025-11-11,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,18-24,male,Yau Tsim Mong,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100172,2025-11-03,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,25-34,female,Sha Tin,Cantonese,5G_Family_4Line,subscription,588,24,Y,Y,N,864,active,5,,4320,26957.0
CUST100173,2025-11-01,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,35-44,male,Tuen Mun,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,churned,2,2025-12-31,396,396
CUST100174,2025-11-04,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,18-24,male,Central & Western,Cantonese,5G_Family_2Line,subscription,388,24,N,N,N,388,active,5,,1940,12106.0
CUST100175,2025-11-09,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,male,Kowloon City,Cantonese,5G_Family_2Line,subscription,388,24,Y,N,N,586,churned,2,2026-01-08,1172,1172
CUST100176,2025-11-09,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,25-34,female,Kwun Tong,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,churned,2,2026-01-08,396,396
CUST100177,2025-11-10,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,male,Tuen Mun,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100178,2025-11-14,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,male,Tuen Mun,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,active,5,,990,3802.0
CUST100179,2025-11-10,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,male,Wong Tai Sin,English,5G_Single_Basic,subscription,198,12,N,N,N,198,active,5,,990,3802.0
CUST100180,2025-11-06,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,35-44,male,Tai Po,Cantonese,5G_Single_Basic,subscription,198,12,N,N,N,198,active,5,,990,3802.0
CUST100181,2025-11-09,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,18-24,female,Central & Western,Cantonese,5G_Family_2Line,subscription,388,24,Y,N,N,586,active,5,,2930,18283.0
CUST100182,2025-11-12,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,male,Southern,English,5G_Single_Premium,subscription,488,24,N,N,Y,738,churned,1,2025-12-12,738,738
CUST100183,2025-11-08,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Video_v1_Canto,25-34,female,Wong Tai Sin,English,5G_Single_Basic,subscription,198,12,N,N,N,198,churned,4,2026-03-08,792,792
CUST100184,2025-11-12,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,45-54,female,Wan Chai,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100185,2025-11-13,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,25-34,male,Tsuen Wan,English,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100186,2025-11-01,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,male,Tuen Mun,Cantonese,5G_Single_Standard,subscription,298,24,N,N,N,298,churned,3,2026-01-30,894,894
CUST100187,2025-11-07,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,25-34,female,Wan Chai,English,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100188,2025-11-01,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,25-34,female,Southern,Cantonese,5G_Family_4Line,subscription,588,24,N,N,Y,838,active,5,,4190,26146.0
CUST100189,2025-11-07,paid_social,meta,HK_5G_FamilyPlan_Q4_2025,FamilyPlan_Broad_HK_25-55,5G_Family_Static_HappyFamily,18-24,female,Sai Kung,Mandarin,5G_Single_Premium,subscription,488,24,N,Y,N,566,churned,2,2026-01-06,1132,1132
CUST100190,2025-11-08,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Islands,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,Y,N,426,active,5,,2130,13291.0
CUST100191,2025-11-12,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,25-34,male,Sha Tin,English,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,churned,3,2026-02-10,1044,1044
CUST100192,2025-11-04,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,female,Wong Tai Sin,Cantonese,5G_Gamer_Unlimited,subscription,348,24,Y,N,N,546,active,5,,2730,17035.0
CUST100193,2025-11-05,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,35-44,male,Tai Po,English,5G_Gamer_Unlimited,subscription,348,24,N,Y,N,426,active,5,,2130,13291.0
CUST100194,2025-11-14,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,25-34,male,North,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100195,2025-11-11,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Sha Tin,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,active,5,,1740,10858.0
CUST100196,2025-11-11,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,female,Yuen Long,Mandarin,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
CUST100197,2025-11-07,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,18-24,male,Tuen Mun,Cantonese,5G_Single_Premium,subscription,488,24,N,N,N,488,active,5,,2440,15226.0
CUST100198,2025-11-09,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Yau Tsim Mong,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,Y,N,426,active,5,,2130,13291.0
CUST100199,2025-11-04,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,25-34,male,Central & Western,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,Y,N,426,active,5,,2130,13291.0
CUST100200,2025-11-08,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Streamer_UGC_Edit,18-24,male,Yuen Long,Cantonese,5G_Gamer_Unlimited,subscription,348,24,N,N,N,348,churned,3,2026-02-06,1044,1044
CUST100201,2025-11-08,paid_social,tiktok,HK_5G_GamerUnlimited_Q4,Gamers_M_18-25_HK_HighIntent,UnlimitedGaming_Hook_PingTest_v3,25-34,male,Yau Tsim Mong,English,5G_Single_Standard,subscription,298,24,N,N,N,298,active,5,,1490,9298.0
